date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202124,TG,70 - 79,474,altersklasse_covid19,age_group_AKL10,23095,35935,2.05,155.6,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.04,4
202125,TG,70 - 79,354,altersklasse_covid19,age_group_AKL10,23095,36289,1.53,157.13,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.027,2.7
202126,TG,70 - 79,264,altersklasse_covid19,age_group_AKL10,23095,36553,1.14,158.27,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.019,1.9
202127,TG,70 - 79,193,altersklasse_covid19,age_group_AKL10,23095,36746,0.84,159.11,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.014,1.4000000000000001
202128,TG,70 - 79,155,altersklasse_covid19,age_group_AKL10,23095,36901,0.67,159.78,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202129,TG,70 - 79,139,altersklasse_covid19,age_group_AKL10,23095,37040,0.6,160.38,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.04,4
202130,TG,70 - 79,131,altersklasse_covid19,age_group_AKL10,23095,37171,0.57,160.95,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.04,4
202131,TG,70 - 79,93,altersklasse_covid19,age_group_AKL10,23095,37264,0.4,161.35,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.04,4
202132,TG,70 - 79,107,altersklasse_covid19,age_group_AKL10,23095,37371,0.46,161.81,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.034,3.4000000000000004
202133,TG,70 - 79,140,altersklasse_covid19,age_group_AKL10,23095,37511,0.61,162.42,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.043,4.3
202134,TG,70 - 79,143,altersklasse_covid19,age_group_AKL10,23095,37654,0.62,163.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202135,TG,70 - 79,175,altersklasse_covid19,age_group_AKL10,23095,37829,0.76,163.8,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.038,3.8
202136,TG,70 - 79,236,altersklasse_covid19,age_group_AKL10,23095,38065,1.02,164.82,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.037,3.6999999999999997
202137,TG,70 - 79,245,altersklasse_covid19,age_group_AKL10,23095,38310,1.06,165.88,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.037,3.6999999999999997
202138,TG,70 - 79,203,altersklasse_covid19,age_group_AKL10,23095,38513,0.88,166.76,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.034,3.4000000000000004
202139,TG,70 - 79,148,altersklasse_covid19,age_group_AKL10,23095,38661,0.64,167.4,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.035,3.5000000000000004
202140,TG,70 - 79,228,altersklasse_covid19,age_group_AKL10,23095,38889,0.99,168.39,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.042,4.2
202141,TG,70 - 79,237,altersklasse_covid19,age_group_AKL10,23095,39126,1.03,169.41,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.042,4.2
202142,TG,70 - 79,164,altersklasse_covid19,age_group_AKL10,23095,39290,0.71,170.12,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.036,3.5999999999999996
202143,TG,70 - 79,112,altersklasse_covid19,age_group_AKL10,23095,39402,0.48,170.61,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.041,4.1000000000000005
202144,TG,70 - 79,84,altersklasse_covid19,age_group_AKL10,23095,39486,0.36,170.97,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.044,4.3999999999999995
202145,TG,70 - 79,327,altersklasse_covid19,age_group_AKL10,23095,39813,1.42,172.39,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.107,10.7
202146,TG,70 - 79,2553,altersklasse_covid19,age_group_AKL10,23095,42366,11.05,183.44,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.359,35.9
202147,TG,70 - 79,3091,altersklasse_covid19,age_group_AKL10,23095,45457,13.38,196.83,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.36,36
202052,TG,80+,0,altersklasse_covid19,age_group_AKL10,13419,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202053,TG,80+,0,altersklasse_covid19,age_group_AKL10,13419,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202101,TG,80+,222,altersklasse_covid19,age_group_AKL10,13419,222,1.65,1.65,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.279,27.900000000000002
202102,TG,80+,242,altersklasse_covid19,age_group_AKL10,13419,464,1.8,3.46,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.296,29.599999999999998
202103,TG,80+,880,altersklasse_covid19,age_group_AKL10,13419,1344,6.56,10.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.412,41.199999999999996
202104,TG,80+,1340,altersklasse_covid19,age_group_AKL10,13419,2684,9.99,20,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.342,34.2
202105,TG,80+,961,altersklasse_covid19,age_group_AKL10,13419,3645,7.16,27.16,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.253,25.3
202106,TG,80+,1677,altersklasse_covid19,age_group_AKL10,13419,5322,12.5,39.66,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.321,32.1
202107,TG,80+,1378,altersklasse_covid19,age_group_AKL10,13419,6700,10.27,49.93,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.359,35.9
202108,TG,80+,1619,altersklasse_covid19,age_group_AKL10,13419,8319,12.06,61.99,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.352,35.199999999999996
202109,TG,80+,1162,altersklasse_covid19,age_group_AKL10,13419,9481,8.66,70.65,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.28,28.000000000000004
202110,TG,80+,1082,altersklasse_covid19,age_group_AKL10,13419,10563,8.06,78.72,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.246,24.6
202111,TG,80+,691,altersklasse_covid19,age_group_AKL10,13419,11254,5.15,83.87,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.185,18.5
202112,TG,80+,1588,altersklasse_covid19,age_group_AKL10,13419,12842,11.83,95.7,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.224,22.400000000000002
202113,TG,80+,981,altersklasse_covid19,age_group_AKL10,13419,13823,7.31,103.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.16,16
202114,TG,80+,1029,altersklasse_covid19,age_group_AKL10,13419,14852,7.67,110.68,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.147,14.7
202115,TG,80+,1114,altersklasse_covid19,age_group_AKL10,13419,15966,8.3,118.98,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.137,13.700000000000001
202116,TG,80+,1055,altersklasse_covid19,age_group_AKL10,13419,17021,7.86,126.84,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.109,10.9
202117,TG,80+,866,altersklasse_covid19,age_group_AKL10,13419,17887,6.45,133.3,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.064,6.4
202118,TG,80+,816,altersklasse_covid19,age_group_AKL10,13419,18703,6.08,139.38,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.06,6
202119,TG,80+,620,altersklasse_covid19,age_group_AKL10,13419,19323,4.62,144,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.043,4.3
202120,TG,80+,813,altersklasse_covid19,age_group_AKL10,13419,20136,6.06,150.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.053,5.3
202121,TG,80+,397,altersklasse_covid19,age_group_AKL10,13419,20533,2.96,153.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.02,2
202122,TG,80+,360,altersklasse_covid19,age_group_AKL10,13419,20893,2.68,155.7,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.017,1.7000000000000002
202123,TG,80+,254,altersklasse_covid19,age_group_AKL10,13419,21147,1.89,157.59,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.011,1.0999999999999999
202124,TG,80+,168,altersklasse_covid19,age_group_AKL10,13419,21315,1.25,158.84,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.014,1.4000000000000001
202125,TG,80+,130,altersklasse_covid19,age_group_AKL10,13419,21445,0.97,159.81,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.01,1
202126,TG,80+,141,altersklasse_covid19,age_group_AKL10,13419,21586,1.05,160.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.01,1
202127,TG,80+,85,altersklasse_covid19,age_group_AKL10,13419,21671,0.63,161.49,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.006,0.6
202128,TG,80+,70,altersklasse_covid19,age_group_AKL10,13419,21741,0.52,162.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.015,1.5
202129,TG,80+,58,altersklasse_covid19,age_group_AKL10,13419,21799,0.43,162.45,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.017,1.7000000000000002
202130,TG,80+,47,altersklasse_covid19,age_group_AKL10,13419,21846,0.35,162.8,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.015,1.5
202131,TG,80+,37,altersklasse_covid19,age_group_AKL10,13419,21883,0.28,163.07,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.016,1.6
202132,TG,80+,25,altersklasse_covid19,age_group_AKL10,13419,21908,0.19,163.26,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.008,0.8
202133,TG,80+,59,altersklasse_covid19,age_group_AKL10,13419,21967,0.44,163.7,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.018,1.7999999999999998
202134,TG,80+,46,altersklasse_covid19,age_group_AKL10,13419,22013,0.34,164.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.011,1.0999999999999999
202135,TG,80+,50,altersklasse_covid19,age_group_AKL10,13419,22063,0.37,164.42,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.011,1.0999999999999999
202136,TG,80+,121,altersklasse_covid19,age_group_AKL10,13419,22184,0.9,165.32,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.019,1.9
202137,TG,80+,118,altersklasse_covid19,age_group_AKL10,13419,22302,0.88,166.2,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.018,1.7999999999999998
202138,TG,80+,117,altersklasse_covid19,age_group_AKL10,13419,22419,0.87,167.07,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.02,2
202139,TG,80+,82,altersklasse_covid19,age_group_AKL10,13419,22501,0.61,167.68,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.019,1.9
202140,TG,80+,128,altersklasse_covid19,age_group_AKL10,13419,22629,0.95,168.63,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.024,2.4
202141,TG,80+,123,altersklasse_covid19,age_group_AKL10,13419,22752,0.92,169.55,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.022,2.1999999999999997
202142,TG,80+,120,altersklasse_covid19,age_group_AKL10,13419,22872,0.89,170.44,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.026,2.6
202143,TG,80+,65,altersklasse_covid19,age_group_AKL10,13419,22937,0.48,170.93,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.024,2.4
202144,TG,80+,64,altersklasse_covid19,age_group_AKL10,13419,23001,0.48,171.41,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.033,3.3000000000000003
202145,TG,80+,250,altersklasse_covid19,age_group_AKL10,13419,23251,1.86,173.27,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.081,8.1
202146,TG,80+,1691,altersklasse_covid19,age_group_AKL10,13419,24942,12.6,185.87,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.238,23.799999999999997
202147,TG,80+,1783,altersklasse_covid19,age_group_AKL10,13419,26725,13.29,199.16,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.208,20.8
202052,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,NA,NA
202053,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202101,TI,0 - 9,3,altersklasse_covid19,age_group_AKL10,28893,3,0.01,0.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202102,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,3,0,0.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202103,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,3,0,0.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202104,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,3,0,0.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202105,TI,0 - 9,3,altersklasse_covid19,age_group_AKL10,28893,6,0.01,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202106,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202107,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202108,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202109,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202110,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202111,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202112,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202113,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202114,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202115,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202116,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,6,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202117,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,7,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202118,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,7,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202119,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,7,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202120,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,7,0,0.02,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202121,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,8,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202122,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,8,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202123,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,8,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202124,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,9,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202125,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,9,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202126,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,9,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202127,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,10,0,0.03,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202128,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,11,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202129,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,11,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202130,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,11,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202131,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,11,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202132,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,11,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202133,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,12,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202134,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,12,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202135,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,12,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202136,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,12,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202137,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,12,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202138,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,13,0,0.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202139,TI,0 - 9,2,altersklasse_covid19,age_group_AKL10,28893,15,0.01,0.05,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202140,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,15,0,0.05,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202141,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,15,0,0.05,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202142,TI,0 - 9,2,altersklasse_covid19,age_group_AKL10,28893,17,0.01,0.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202143,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,17,0,0.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202144,TI,0 - 9,1,altersklasse_covid19,age_group_AKL10,28893,18,0,0.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202145,TI,0 - 9,4,altersklasse_covid19,age_group_AKL10,28893,22,0.01,0.08,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202146,TI,0 - 9,2,altersklasse_covid19,age_group_AKL10,28893,24,0.01,0.08,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202147,TI,0 - 9,0,altersklasse_covid19,age_group_AKL10,28893,24,0,0.08,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202052,TI,10 - 19,0,altersklasse_covid19,age_group_AKL10,33644,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,NA,NA
202053,TI,10 - 19,0,altersklasse_covid19,age_group_AKL10,33644,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202101,TI,10 - 19,49,altersklasse_covid19,age_group_AKL10,33644,49,0.15,0.15,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.007,0.7000000000000001
202102,TI,10 - 19,4,altersklasse_covid19,age_group_AKL10,33644,53,0.01,0.16,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202103,TI,10 - 19,1,altersklasse_covid19,age_group_AKL10,33644,54,0,0.16,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202104,TI,10 - 19,1,altersklasse_covid19,age_group_AKL10,33644,55,0,0.16,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202105,TI,10 - 19,33,altersklasse_covid19,age_group_AKL10,33644,88,0.1,0.26,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.006,0.6
202106,TI,10 - 19,23,altersklasse_covid19,age_group_AKL10,33644,111,0.07,0.33,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.004,0.4
202107,TI,10 - 19,2,altersklasse_covid19,age_group_AKL10,33644,113,0.01,0.34,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202108,TI,10 - 19,0,altersklasse_covid19,age_group_AKL10,33644,113,0,0.34,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202109,TI,10 - 19,2,altersklasse_covid19,age_group_AKL10,33644,115,0.01,0.34,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202110,TI,10 - 19,0,altersklasse_covid19,age_group_AKL10,33644,115,0,0.34,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202111,TI,10 - 19,2,altersklasse_covid19,age_group_AKL10,33644,117,0.01,0.35,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0,0
202112,TI,10 - 19,8,altersklasse_covid19,age_group_AKL10,33644,125,0.02,0.37,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202113,TI,10 - 19,16,altersklasse_covid19,age_group_AKL10,33644,141,0.05,0.42,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.002,0.2
202114,TI,10 - 19,9,altersklasse_covid19,age_group_AKL10,33644,150,0.03,0.45,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202115,TI,10 - 19,7,altersklasse_covid19,age_group_AKL10,33644,157,0.02,0.47,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.001,0.1
202116,TI,10 - 19,32,altersklasse_covid19,age_group_AKL10,33644,189,0.1,0.56,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.002,0.2
202117,TI,10 - 19,106,altersklasse_covid19,age_group_AKL10,33644,295,0.32,0.88,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.005,0.5
202118,TI,10 - 19,172,altersklasse_covid19,age_group_AKL10,33644,467,0.51,1.39,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.008,0.8
202119,TI,10 - 19,115,altersklasse_covid19,age_group_AKL10,33644,582,0.34,1.73,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.006,0.6
202120,TI,10 - 19,126,altersklasse_covid19,age_group_AKL10,33644,708,0.37,2.1,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.005,0.5
202121,TI,10 - 19,145,altersklasse_covid19,age_group_AKL10,33644,853,0.43,2.54,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.006,0.6
202122,TI,10 - 19,279,altersklasse_covid19,age_group_AKL10,33644,1132,0.83,3.36,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.01,1
202123,TI,10 - 19,372,altersklasse_covid19,age_group_AKL10,33644,1504,1.11,4.47,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.017,1.7000000000000002
202124,TI,10 - 19,637,altersklasse_covid19,age_group_AKL10,33644,2141,1.89,6.36,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.025,2.5
202125,TI,10 - 19,1004,altersklasse_covid19,age_group_AKL10,33644,3145,2.98,9.35,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.048,4.8
202126,TI,10 - 19,1586,altersklasse_covid19,age_group_AKL10,33644,4731,4.71,14.06,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.079,7.9
202127,TI,10 - 19,454,altersklasse_covid19,age_group_AKL10,33644,5185,1.35,15.41,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.036,3.5999999999999996
202128,TI,10 - 19,537,altersklasse_covid19,age_group_AKL10,33644,5722,1.6,17.01,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.037,3.6999999999999997
202129,TI,10 - 19,979,altersklasse_covid19,age_group_AKL10,33644,6701,2.91,19.92,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.073,7.3
202130,TI,10 - 19,1724,altersklasse_covid19,age_group_AKL10,33644,8425,5.12,25.04,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.158,15.8
202131,TI,10 - 19,842,altersklasse_covid19,age_group_AKL10,33644,9267,2.5,27.54,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.143,14.299999999999999
202132,TI,10 - 19,875,altersklasse_covid19,age_group_AKL10,33644,10142,2.6,30.15,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.207,20.7
202133,TI,10 - 19,944,altersklasse_covid19,age_group_AKL10,33644,11086,2.81,32.95,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.199,19.900000000000002
202134,TI,10 - 19,1004,altersklasse_covid19,age_group_AKL10,33644,12090,2.98,35.94,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.193,19.3
202135,TI,10 - 19,1795,altersklasse_covid19,age_group_AKL10,33644,13885,5.34,41.27,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.257,25.7
202136,TI,10 - 19,1926,altersklasse_covid19,age_group_AKL10,33644,15811,5.72,47,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.221,22.1
202137,TI,10 - 19,2165,altersklasse_covid19,age_group_AKL10,33644,17976,6.44,53.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.233,23.3
202138,TI,10 - 19,1576,altersklasse_covid19,age_group_AKL10,33644,19552,4.68,58.11,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.215,21.5
202139,TI,10 - 19,1924,altersklasse_covid19,age_group_AKL10,33644,21476,5.72,63.83,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.277,27.700000000000003
202140,TI,10 - 19,1444,altersklasse_covid19,age_group_AKL10,33644,22920,4.29,68.13,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed,0.214,21.4
